countryCode,etlTable,canonicalName,etlFingerPrint,legalStatus,id
,representative,Hungarian Coeliac Society,Hungarian Coeliac Society,NGO,1213
,representative,Collecte Localisation Satellites,Collecte Localisation Satellites,société anonyme,1214
,representative,VIER PFOTEN International,VIER PFOTEN International,gemeinnützige Privatstiftung,1215
,representative,European Squirrel Initiative,European Squirrel Initiative,Charity,1216
,representative,Furrer.Hugi&Partner AG,Furrer.Hugi&Partner AG,Aktiengesellschaft,1217
,representative,Association of Hungarian Settlements' and Regions' Developers,Association of Hungarian Settlements' and Regions' Developers,a public NGO by on the law of Hungary,1218
,representative,ICT Union,ICT Union,Czech national association of ICT industry,1219
,representative,Cúram,Cúram,Irish parent and carer NGO,1220
,representative,Lega Nazionale delle Cooperative e Mutue,Lega Nazionale delle Cooperative e Mutue,Associazione,1221
,representative,European Composer & Songwriter Alliance,European Composer & Songwriter Alliance,Association internationale sans but lucratif,1222
,representative,University of Oxford,University of Oxford,Higher Education Institution,1223
,representative,EVENTIA LTD,Eventia,Eventia Limited,1224
,representative,European Pari Mutuel Association,European Pari Mutuel Association,Association,1225
,representative,Irish Co-operative Organisation Society Ltd.,Irish Co-operative Organisation Society Ltd.,National Representative Organisation,1226
,representative,European Federation for Complementary and Alternative Medicine,European Federation for Complementary and Alternative Medicine,Non-profit-making NGO,1227
,representative,European Educational Exchanges - Youth For Understanding,European Educational Exchanges - Youth For Understanding,AISBL - association internationale sans but lucratif,1228
,representative,CAMARA DE COMERCIO DE CANTABRIA,CAMARA DE COMERCIO DE CANTABRIA,"CAMARA DE COMERCIO, ORGANIZACION DE DERECHO PUBLICO",1229
,representative,Commerzbank AG,Commerzbank AG,Aktiengesellschaft,1230
,representative,F.I.T. Consulting,FTI Consulting Belgium,SA,1231
,representative,econsense - Forum Nachhaltige Entwicklung der Deutschen Wirtschaft e.V.,econsense - Forum Nachhaltige Entwicklung der Deutschen Wirtschaft e.V.,eingetragener Verein,1232
,representative,OCEANA,OCEANA,FOUNDATION,1233
,representative,Associazione Nazionale Imprese Trasporti Automobilistici,Associazione Nazionale Imprese Trasporti Automobilistici,Associazione senza fine di lucro,1234
,representative,Forum per la Tecnologia della Informazione Onlus,Forum per la Tecnologia della Informazione Onlus,Non-profit organization (onlus),1235
,representative,Danish Dairy Board Brussels s.a.,Danish Dairy Board Brussels s.a.,Association,1236
,representative,Eli Lilly and Company,Eli Lilly and Company,Corporation,1237
,representative,LIGA PRO EUROPA,LIGA PRO EUROPA,organizaţie neguvernamentală,1238
,representative,European Association of Internet Services Providers,European Association of Internet Services Providers,EEIG,1239
,representative,Instituto Nacional de Engenharia Biomédica,Instituto Nacional de Engenharia Biomédica,Private non profit research institute,1240
,representative,Europa-Union Deutschland,Europa-Union Deutschland,e.V.,1241
,representative,PASOS - Policy Association for an Open Society (Legal name: Sdruzeni pro podporu otevrene spolecnosti - PASOS),PASOS - Policy Association for an Open Society (Legal name: Sdruzeni pro podporu otevrene spolecnosti - PASOS),citizens' association,1242
,representative,NGO World and Danube- Nevladina organizacija Svet i Dunav,NGO World and Danube- Nevladina organizacija Svet i Dunav,Nongovernmental organization,1243
,representative,Deutsche Umweltstiftung,Deutsche Umweltstiftung,Rechtsfähige Stiftung,1244
,representative,Dutch Meat Association,Dutch Meat Association,Association,1245
,representative,Honeywell Europe NV,Honeywell Europe NV,Limited Liability Company,1246
,representative,Zentralverband Deutsches Kfz-Gewerbe e.V.,Zentralverband Deutsches Kfz-Gewerbe e.V.,Eingetragener Verein,1247
,representative,Bundesverband der Deutschen Tourismuswirtschaft e. V.,Bundesverband der Deutschen Tourismuswirtschaft e. V.,eingetragener Verein,1248
,representative,NANOfutures Romania,NANOfutures Romania,cluster,1249
,representative,Novo Nordisk,Novo Nordisk,Corporation,1250
,representative,Lloyd's of London,Lloyd's of London,Association of Underwriters,1251
,representative,Független Magánbiztonsági Érdekvédelmi Szövetség,Független Magánbiztonsági Érdekvédelmi Szövetség,szakmai érdekképviselet,1252
,representative,Mehr Demokratie,Mehr Demokratie,Eingetragener Verein,1253
,representative,European Centre for Women and Technology,European Centre for Women and Technology,Non Profit,1254
,representative,PREPARE - Partnership for Rural Europe,PREPARE - Partnership for Rural Europe,Network,1255
,representative,"Verein zur Förderung des Handels, Handwerks und der Industrie e. V.","Verein zur Förderung des Handels, Handwerks und der Industrie e. V.",eingetragener Verein,1256
,representative,DGRV - Deutscher Genossenschafts- und Raiffeisenverband e.V.,DGRV - Deutscher Genossenschafts- und Raiffeisenverband e.V.,eingetragener Verein,1257
,representative,Initiative and Referendum Institute Europe,Initiative and Referendum Institute Europe,Gemeinnütziger eingetragener Verein (DE),1258
,representative,European Ice Cream Association,European Ice Cream Association,Non-profit association,1259
,representative,CHEMICAL INDUSTRIES ASSOCIATION LIMITED,Chemical Industries Association,Limited Company,1260
,representative,ROLLS-ROYCE PLC,Rolls-Royce,Company Registered in England,1261
,representative,AquaFed - The International Federation of Private Water Operators,AquaFed - The International Federation of Private Water Operators,"Incorporated as an ""Association Loi 1901"", not-for-profit association in FRANCE (international federation)",1262
,representative,"Сдружение за партньорство и подкрепа на гражданската активност ""Болкан Асист""","Сдружение за партньорство и подкрепа на гражданската активност ""Болкан Асист""",юридическо лице с нестопанска цел в обществена полза,1263
,representative,Federación Española de Empresarios Profesionales de Automoción,Federación Española de Empresarios Profesionales de Automoción,federación,1264
,representative,Stefan Scheuer,Stefan Scheuer,SPRL,1265
,representative,"Movimento per l'Autosviluppo, l'interscambio e la Solidarietà","Movimento per l'Autosviluppo, l'interscambio e la Solidarietà",Ngo,1266
,representative,Magyar Település- és Területfejlesztők Szövetsége,Magyar Település- és Területfejlesztők Szövetsége,kiemelten közhasznú szakmai szervezet,1267
,representative,European Union of Electrical Wholesalers,European Union of Electrical Wholesalers,Association de loi 1901,1268
,representative,AEROBAL - International Organisation of Aluminium Aerosol Container Manufacturers,AEROBAL - International Organisation of Aluminium Aerosol Container Manufacturers,Non-registered association according to German law,1269
,representative,FEICA,FEICA,AISBL,1270
,representative,Steering Committee Interassociativo ACMI-AITI-ANDAF Corporate Payments & Financial Supply Chain,Steering Committee Interassociativo ACMI-AITI-ANDAF Corporate Payments & Financial Supply Chain,association,1271
,representative,EUPAVE - European Concrete Paving Association,EUPAVE - European Concrete Paving Association,non-profit organization,1272
,representative,DBV-Deutscher Buchprüferverband e.V.,DBV-Deutscher Buchprüferverband e.V.,eingetragener Verein,1273
,representative,Društvo za razvoj slovenskega podeželja,Društvo za razvoj slovenskega podeželja,društvo,1274
,representative,British Chamber of Commerce in Belgium,British Chamber of Commerce in Belgium,"Company limited by guarantee (non-profit), UK",1275
,representative,Hyundai Motor Company Brussels Office,Hyundai Motor Company Brussels Office,NV/SA,1276
,representative,Associazione Italiana Società Concessionarie Autostrade e Trafori,Associazione Italiana Società Concessionarie Autostrade e Trafori,Associazione,1277
,representative,Ευρωπαϊκή Κινητικότητα,Ευρωπαϊκή Κινητικότητα,Non profit company,1278
,representative,Deutsche Gesellschaft für Verbandsmanagement e.V.,Deutsche Gesellschaft für Verbandsmanagement e.V.,eingetragener Verein,1279
,representative,Comité Citoyen pour une Europe Solidaire,Comité Citoyen pour une Europe Solidaire,"Association (loi 1901) W783000168, JO 13/12/2008",1280
,representative,Wholesale Market Brokers' Association (WMBA),Wholesale Market Brokers Association,Trade Association,1281
,representative,THE REGIONAL STUDIES ASSOCIATION,Regional Studies Association,Registered Charity and Company,1282
,representative,"ASSOCIAZIONE ITALIANA IMPRESE DI LOGISTICA,MAGAZZINI GENERALI E FRIGORIFERI,TERMINAL OPERATORS PORTUALI,INTERPORTUALI E AEROPORTUALI","ASSOCIAZIONE ITALIANA IMPRESE DI LOGISTICA,MAGAZZINI GENERALI E FRIGORIFERI,TERMINAL OPERATORS PORTUALI,INTERPORTUALI E AEROPORTUALI",ASSOCIAZIONE DI CATEGORIA,1283
,representative,Norsk Hydro ASA,Norsk Hydro,Norwegian ASA,1284
,representative,Equity in Health Institute,Equity in Health Institute,ASSOCIAZIONE,1285
,representative,"Österreichischer Automobil-, Motorrad- und Touring Club","Österreichischer Automobil-, Motorrad- und Touring Club",Verein,1286
,representative,Suomen julkisen alan ammattiliittojen EU-yhdistys FIPSU ry,Suomen julkisen alan ammattiliittojen EU-yhdistys FIPSU ry,Rekisteröity yhdistys,1287
,representative,UNION FRANCAISE DE L'ELECTRICITE,UNION FRANCAISE DE L'ELECTRICITE,Association Loi 1901,1288
,representative,Telenor,Telenor,Representative Office,1289
,representative,Groupement des entreprises mutuelles d'assurance,Groupement des entreprises mutuelles d'assurance,Syndicat professionnel,1290
,representative,THE INTERNATIONAL AIR RAIL ORGANISATION,The International Air Rail Organisation,Company limited by guarantee,1291
,representative,Barilla G. e R. Fratelli,Barilla G. e R. Fratelli,Società per Azioni (S.p.A.),1292
,representative,Entidad de Gestión de Derechos de los Productores Audiovisuales,Entidad de Gestión de Derechos de los Productores Audiovisuales,Entidad de gestión sin ánimo de lucro,1293
,representative,dbb beamtenbund und tarifunion,dbb beamtenbund und tarifunion,Gewerkschaftsdachverband,1294
,representative,European Flavour Association,European Flavour Association,ASBL,1295
,representative,Association Bourgogne Franche-Comté Europe,Association Bourgogne Franche-Comté Europe,Association française loi 1901,1296
,representative,European Council for the Village and Small Town,European Council for the Village and Small Town,Non Government Organisation,1297
,representative,Far,Far,Ideell förening,1298
,representative,european tube manufacturers association,european tube manufacturers association,Non-registered association according to German law,1299
,representative,"Lear, laboratorio di economia, antitrust e regolamentazione","Lear, laboratorio di economia, antitrust e regolamentazione",s.a.s.,1300
,representative,"Federazione Italiana delle Industrie del Legno, del Sughero, del Mobile e dell'Arredamento","Federazione Italiana delle Industrie del Legno, del Sughero, del Mobile e dell'Arredamento",Associazione,1301
,representative,Danube.EDU,Danube.EDU,NGO,1302
,representative,The Europeans Throughout the World,The Europeans Throughout the World,AISBL under Belgian Law,1303
,representative,CEPMC - Council of European Producers of Materials for Construction,CEPMC - Council of European Producers of Materials for Construction,AISBL,1304
